State / Union Territory,City / town,"SO2
Annual
Average","NO2
Annual
Average","PM10
Annual
Average","PM2.5
Annual
Average"
Uttarakhand,Haldwani,8,25,114,31
Uttarakhand,Haridwar,18,26,128,-
Uttarakhand,Kashipur,16,20,123,60
Uttarakhand,Rishikesh,18,23,136,72
Uttarakhand,Rudrapur,17,20,125,-
West Bengal,Amtala,8,46,126,NM
West Bengal,Asansol+Raniganj,11,35,135,60
West Bengal,Baharampur,2,20,78,NM
West Bengal,Balurghat,9,34,107,NM
West Bengal,Bankura,2,16,86,NM
West Bengal,Barasat,4,26,90,NM
West Bengal,Bardhaman,2,15,85,NM
West Bengal,Barrckpore,4,24,86,55
West Bengal,Baruipur,8,47,124,NM
West Bengal,Birpara,9,34,103,NM
West Bengal,Bolpur,2,14,83,NM
West Bengal,Chinsura,2,22,83,NM
West Bengal,Coochbihar,9,34,103,NM
West Bengal,Dankuni,3,24,87,NM
West Bengal,Darjeeling,8,31,64,32
West Bengal,Durgapur,20,26,156,62
West Bengal,Ghatal,12,36,110,NM
West Bengal,Haldia,14,25,94,36
West Bengal,Howrah,14,25,131,65
West Bengal,Jaigaon,9,34,101,NM
West Bengal,Jalpaiguri,9,33,101,NM
West Bengal,Jhargram,12,36,99,NM
West Bengal,Kalimpong,8,31,64,NM
West Bengal,Kalyani,3,23,84,47
West Bengal,Kharagpur,13,37,122,NM
West Bengal,Kolkata,8,34,101,44
West Bengal,Krishnanagar,2,20,78,NM
West Bengal,Madhyamgram,4,26,90,NM
West Bengal,Makhrapara /Alipurduar,9,34,99,NM
West Bengal,Malda,9,34,115,NM
West Bengal,Medinipur,12,35,105,NM
West Bengal,Purulia,2,15,84,NM
West Bengal,Raigunj,9,33,104,-
West Bengal,Rampurhat,2,16,86,NM
West Bengal,Ranaghat,2,21,81,NM
West Bengal,Rishra,3,25,90,NM
West Bengal,Sankrail,13,37,139,NM
West Bengal,Siliguri,9,37,111,42
West Bengal,Suri,2,15,15,NM
West Bengal,Tamluk,13,36,123,NM
West Bengal,Tribeni,3,23,83,NM
West Bengal,Uluberia,13,38,126,-
West Bengal,Uttarpara,2,22,82,NM
